"1","21912371","4","0","0","0","1.05;1.07",NULL,NULL,NULL
"2","21912371","0","4","0","0",NULL,"1.05;2.08;3.04",NULL,NULL
"3","21912371","0","0","4","0",NULL,NULL,"1.05;2.02;3.04",NULL
"4","21912371","0","4","0","0",NULL,"1.05;3.04;4.03",NULL,NULL
"5","21912371","4","0","0","0","2.05",NULL,NULL,NULL
"6","21912371","0","0","4","0",NULL,NULL,"1.05;1.07",NULL
"7","21912371","0","4","0","0",NULL,"1.05;2.08;3.04",NULL,NULL
"8","21912371","0","0","4","0",NULL,NULL,"1.05;2.02;3.04",NULL
"9","21912371","0","1","3","0",NULL,"1.07","3.04",NULL
"10","21912371","1","3","0","0","2.05","1.07",NULL,NULL
"11","21912371","0","4","0","0",NULL,"1.05;1.07;2.08;3.04",NULL,NULL
"12","21912371","0","0","4","0",NULL,NULL,"1.06;1.07;3.04;4.03;5.03",NULL
"13","21912371","0","3","1","0",NULL,"2.08","1.07",NULL
"14","21912371","0","3","1","0",NULL,"1.12;4.03","1.05;3.04",NULL
"15","21912371","0","4","0","0",NULL,"1.05",NULL,NULL
"16","21912371","3","1","0","0","2.05","2.08;3.04",NULL,NULL
"17","21912371","0","4","0","0",NULL,"1.01;2.08",NULL,NULL
"18","21912371","0","4","0","0",NULL,"1.01",NULL,NULL
"19","21912371","4","0","0","0","2.01;2.05",NULL,NULL,NULL
"20","21912371","4","0","0","0","2.05",NULL,NULL,NULL
"21","21912371","0","1","3","0",NULL,"5.03","1.05;2.02",NULL
"22","21912371","0","4","0","0",NULL,"1.05;2.08",NULL,NULL
"23","21912371","0","4","0","0",NULL,"1.05;1.06",NULL,NULL
"24","21912371","0","4","0","0",NULL,"1.05;2.05",NULL,NULL
"25","21912371","4","0","0","0","1.05;1.07",NULL,NULL,NULL
"26","21912371","0","0","4","0",NULL,NULL,"2.02;3.04",NULL
"27","21912371","0","0","4","0",NULL,NULL,"1.05;2.02;2.08",NULL
"28","21912371","4","0","0","0","2.01;2.05",NULL,NULL,NULL
"29","21912371","1","3","0","0","2.05","1.01;2.08",NULL,NULL
"30","21912371","0","4","0","0",NULL,"2.05;2.08",NULL,NULL
"31","21912371","1","3","0","0","2.05","3.04",NULL,NULL
"32","21912371","1","3","0","0","2.05","3.04",NULL,NULL
"33","21912371","0","4","0","0",NULL,"1.07;3.04;4.03",NULL,NULL
"34","21912371","1","3","0","0","2.05","1.01;1.06;2.08;3.04",NULL,NULL
"35","21912371","0","4","0","0",NULL,"1.01;1.07;2.08",NULL,NULL
"36","21912371","0","0","4","0",NULL,NULL,"1.05;3.04",NULL
"37","21912371","1","3","0","0","2.05","5.03",NULL,NULL
"38","21912371","0","4","0","0",NULL,"1.05;5.03",NULL,NULL
"39","21912371","4","0","0","0","2.05;2.08",NULL,NULL,NULL
"40","21912371","0","4","0","0",NULL,"1.01;1.04;1.05",NULL,NULL
"41","21912371","0","0","4","0",NULL,NULL,"1.05;3.04",NULL
"42","21912371","0","0","4","0",NULL,NULL,"1.05;2.02",NULL
"43","21912371","0","4","0","0",NULL,"1.05;2.08",NULL,NULL
"44","21912371","1","3","0","0","2.05","1.05;1.07;4.03",NULL,NULL
"45","21912371","0","4","0","0",NULL,"1.05",NULL,NULL
"46","21912371","0","4","0","0",NULL,"1.05;1.06;1.12",NULL,NULL
"47","21912371","0","4","0","0",NULL,"1.05;1.12",NULL,NULL
"48","21912371","3","1","0","0","2.01","1.05",NULL,NULL
"49","21912371","1","3","0","0","2.05;2.08","2.02",NULL,NULL
"50","21912371","0","0","4","0",NULL,NULL,"1.01;5.03",NULL
"51","21912371","3","1","0","0","2.01;2.05","1.05",NULL,NULL
"52","21912371","0","0","4","0",NULL,NULL,"1.01;1.11;1.12;2.08;4.03",NULL
"53","21912371","1","3","0","0","2.05","2.02",NULL,NULL
"54","21912371","4","0","0","0","2.05",NULL,NULL,NULL
"55","21912371","0","0","4","0",NULL,NULL,"1.01;2.02",NULL
"56","21912371","4","0","0","0","2.05;2.08",NULL,NULL,NULL
"57","21912371","0","4","0","0",NULL,"1.07",NULL,NULL
"58","21912371","0","4","0","0",NULL,"1.06;2.08",NULL,NULL
"59","21912371","1","3","0","0","2.05","1.05;2.01;2.08;5.03",NULL,NULL
"60","21912371","1","3","0","0","2.01","1.05",NULL,NULL
"61","21912371","4","0","0","0","1.07;2.08",NULL,NULL,NULL
"62","21912371","0","1","3","0",NULL,"2.05","1.01;5.03",NULL
"63","21912371","0","4","0","0",NULL,"1.01;2.08",NULL,NULL
"64","21912371","4","0","0","0","2.01;2.08",NULL,NULL,NULL
"65","21912371","0","4","0","0",NULL,"1.05;2.02",NULL,NULL
"66","21912371","0","4","0","0",NULL,"1.06;2.05",NULL,NULL
"67","21912371","0","4","0","0",NULL,"1.05;1.07;2.08",NULL,NULL
"68","21912371","0","4","0","0",NULL,"2.05",NULL,NULL
"69","21912371","1","3","0","0","2.05","1.01;1.12;2.02",NULL,NULL
"70","21912371","4","0","0","0","2.05",NULL,NULL,NULL
"71","21912371","0","4","0","0",NULL,"1.05",NULL,NULL
"72","21912371","4","0","0","0","1.05;1.07;2.08",NULL,NULL,NULL
"73","21912371","0","4","0","0",NULL,"2.05;5.03",NULL,NULL
"74","21912371","0","4","0","0",NULL,"1.01;2.08;3.04",NULL,NULL
"75","21912371","1","3","0","0","2.05","1.11;2.08",NULL,NULL
"76","21912371","0","4","0","0",NULL,"1.07;2.05",NULL,NULL
"77","21912371","0","4","0","0",NULL,"2.02",NULL,NULL
"78","21912371","0","4","0","0",NULL,"1.05;2.08;5.03",NULL,NULL
"79","21912371","0","2","2","0",NULL,"1.04;2.05","1.06",NULL
"80","21912371","0","2","2","0",NULL,"2.01;3.04","1.05;4.03",NULL
"81","21912371","0","4","0","0",NULL,"1.05",NULL,NULL
"82","21912371","4","0","0","0","2.05",NULL,NULL,NULL
"83","21912371","0","4","0","0",NULL,"1.04;1.05;3.04",NULL,NULL
"84","21912371","0","0","4","0",NULL,NULL,"1.05;1.07",NULL
"85","21912371","0","4","0","0",NULL,"2.02;2.05;2.08",NULL,NULL
"86","21912371","0","0","4","0",NULL,NULL,"1.05;3.04;5.03",NULL
